Cuenca o Litoral;Departamento;Municipio;Sitio de desembarco...10;Tipo de unidad;Especie;Peso_total_inf;Peso_total_sup;Precio_x_Kg_inf;Precio_x_Kg_sup;Numero_individuos_inf;Numero_individuos_sup;kg_ind_inf;kg_ind_sup
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Ichthyoelephas longirostris;0,67025;4,55;9621,5;29802,5;0,7;5,135;0,35;3,4229
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Isorineloricaria tenuicauda;1,05;14,417;2100;9730,5;2,8;46,67;0,157278333;0,597891667
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Megaleporinus muyscorum;1,3048;12,5242;1190;6708;4,865;62,53;0,081225962;0,352206439
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Panaque cochliodon;0,2975;7,67;0;10140;0,7;15,6;0,28;1,313
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Pangasianodon hypophthalmus;1,8046;6,773;2646;24167;0,7;1,3;1,8046;6,773
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Piaractus brachypomus;1,3804;17,29;6412;26000;0,7;6,5;1,10425;10,205
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Pimelodus grosskopfii;1,26;15,6;5600;29900;7;104;0,06125;0,3941925
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Pimelodus yuma;2,275;182;2975;16900;28;2470;0,042;0,154375
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Plagioscion magdalenae;0,377825;1,631825;6674,5;17894,5;0,7;1,3;0,377825;1,631825
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Prochilodus magdalenae;1,75;33,93;1400;23400;5,6;218,4;0,082833333;0,598184167
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Pseudopimelodus atricaudus;0,7;6,3609;1855;9516;2,1;15,6;0,1554;0,690885
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Pseudopimelodus magnus;0,9779;7,865;3780;22815;0,7;2,6;0,7;6,019
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Pseudoplatystoma magdaleniatum;1,82;52,13;10136;32500;0,7;14,3;1,20096;12,66876
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Salminus affinis;0,875;12,19985;5600;27248;0,7;10,985;0,64295;4,45705
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Sorubim cuspicaudus;0,73605;22,09025;7770;26000;0,7;23,205;0,35;2,109575
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Sternopygus aequilabiatus;0,7;7,8585;1400;6818,5;0,7;6,5;0,5481;2,6
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Trachelyopterus insignis;1,554;2,886;910;1690;9,1;16,9;0,119538462;0,222
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UEP;Triportheus magdalenae;2,1875;10,712;1522,5;6305;14,175;57,85;0,10125;0,26046875
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Ageneiosus pardalis;0,634025;3,029;9117,5;25090;0,7;3,9;0,436975;1,8785
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Brycon moorei;0,87255;14,0062;9775,5;31200;0,7;10,4;0,671358333;4,14115
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Chaetostoma brevilabiatum;0,6832;10,062;3094;13312;3,64;45,24;0,126591111;0,502233333
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Colossoma macropomum;2,93125;28,96725;7745,5;20488;0,7;2,73;2,93125;18,85
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Curimata mivartii;2,0559;18,92475;1018,5;5590;14,77;132,34;0,0875;0,250068929
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Cynopotamus magdalenae;1,4;6,47725;1407;11017,5;4,235;28,925;0,117096491;0,51125
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Ichthyoelephas longirostris;0,7;5,85;8316;28600;0,7;5,655;0,40915;3,54965
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Isorineloricaria tenuicauda;1,257375;13,067275;1897;8814;3,78;46,8;0,152833333;0,541926667
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Megaleporinus muyscorum;1,4;15,6;1050;6500;7,7;101,4;0,084565385;0,357066667
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Panaque cochliodon;1,071;21,5722;3276;12194;2,1;42,64;0,2128;1,267066667
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Pangasianodon hypophthalmus;1,6408;11,7494;3360;24180;0,7;1,3;1,6408;11,7494
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Piaractus brachypomus;1,05;11,102;7000;23400;0,7;3,9;1,05;8,71
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Pimelodus grosskopfii;1,6219;24,375;3990;28600;8,4;208;0,0525;0,413636364
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Pimelodus yuma;2,5263;158,08;2800;15379;28;2033,85;0,042;0,141304348
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Prochilodus magdalenae;2,0363;54,6;1470;23920;7;338;0,0875;0,578427778
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Pseudopimelodus atricaudus;1,05;13,754;1232;7046;2,66;30,16;0,16048;0,803910714
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Pseudopimelodus magnus;1,0227;9,1338;5950;20969;0,7;2,6;1,0227;6,13535
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Pseudoplatystoma magdaleniatum;2,0398;49,868;9800;32500;0,7;13;1,206333333;12,35
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Salminus affinis;1,043;11,4504;5600;25688;0,7;15,6;0,3066;4,11125
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Sorubim cuspicaudus;1,05;26;8186,5;26000;0,7;26;0,394391667;1,95
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Sternopygus aequilabiatus;0,7;10,972;1316;7254;0,7;9,1;0,54229;2,6
Magdalena;Caldas;La Dorada;Plaza de mercado (La Dorada);UTA;Triportheus magdalenae;0,99505;17,1145;840;8352,5;6,685;139,62;0,075775;0,291416667
Magdalena;Caldas;Supía;Desembarcadero (Supía);UEP;Colossoma macropomum;2,4423;4,5357;7700;14300;1,4;2,6;1,22115;2,26785
Magdalena;Caldas;Supía;Desembarcadero (Supía);UEP;Pimelodus grosskopfii;2,87;7,15;7000;15600;9,1;32,5;0,1494626;0,411666667
Magdalena;Caldas;Supía;Desembarcadero (Supía);UEP;Prochilodus magdalenae;1,82;5,46;6300;15600;3,5;10,4;0,35;0,8779225
Magdalena;Caldas;Supía;Desembarcadero (Supía);UEP;Pseudopimelodus magnus;1,68;4,94117;6300;15600;1,4;3,9;0,790451667;1,95
Magdalena;Cesar;Gamarra;Puerto de Gamarra;IM;Ageneiosus pardalis;0,77;21,58;7000;19760;0,945;19,89;0,35;2,330575
Magdalena;Cesar;Gamarra;Puerto de Gamarra;IM;Brycon moorei;0,58625;3,13625;8417,5;16217,5;0,7;1,3;0,58625;3,13625
Magdalena;Cesar;Gamarra;Puerto de Gamarra;IM;Caquetaia kraussii;0,7;1,3;1400;2600;8,4;15,6;0,058333333;0,108333333
Magdalena;Cesar;Gamarra;Puerto de Gamarra;IM;Colossoma macropomum;3,325;36,8875;5600;11570;0,7;2,47;2,58125;31,11875
Magdalena;Cesar;Gamarra;Puerto de Gamarra;IM;Hoplias malabaricus;1,05;1,95;2100;3900;3,5;6,5;0,21;0,39
Magdalena;Cesar;Gamarra;Puerto de Gamarra;IM;Hypostomus hondae;1,25125;3,20125;2940;10140;8,54;20,54;0,102447917;0,202447917
Magdalena;Cesar;Gamarra;Puerto de Gamarra;IM;Megaleporinus muyscorum;1,75;231,5625;1680;7800;6,02;526,5;0,122295322;0,433333333
Magdalena;Cesar;Gamarra;Puerto de Gamarra;IM;Oreochromis niloticus;9,8;18,2;2800;5200;;;;
Magdalena;Cesar;Gamarra;Puerto de Gamarra;IM;Pimelodus grosskopfii;0,7;13;5600;15405;2,135;58,175;0,14;0,484791667
Magdalena;Cesar;Gamarra;Puerto de Gamarra;IM;Pimelodus yuma;3,01;291,395;1582;9958;38,92;3611,01;0,044963636;0,108820833
Magdalena;Cesar;Gamarra;Puerto de Gamarra;IM;Plagioscion magdalenae;0,98875;173,875;4200;17355;0,7;74,815;0,531269055;3,4775
Magdalena;Cesar;Gamarra;Puerto de Gamarra;IM;Prochilodus magdalenae;3,0275;135,6875;2800;23400;7;511,55;0,090391738;0,741738636
Magdalena;Cesar;Gamarra;Puerto de Gamarra;IM;Pseudoplatystoma magdaleniatum;1,785;95,16;6300;23400;0,7;33,605;0,88387931;7,840625
Magdalena;Cesar;Gamarra;Puerto de Gamarra;IM;Salminus affinis;0,35;0,65;7000;13000;0,7;1,3;0,35;0,65
Magdalena;Cesar;Gamarra;Puerto de Gamarra;IM;Sorubim cuspicaudus;1,07625;65;5600;20800;1,4;91,325;0,35;1,7875
Magdalena;Cesar;Gamarra;Puerto de Gamarra;IM;Sternopygus aequilabiatus;2,5375;27,69;1246;3029;2,66;50,7;0,366470588;1,764285714
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Ageneiosus pardalis;0,6825;21,125;5600;23400;0,7;27,365;0,425833333;2,459166667
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Astyanax magdalenae;11,2;20,8;2240;4160;161;299;0,048695652;0,090434783
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Brycon moorei;0,4725;3,9975;5180;23140;0,7;4,875;0,3325;2,6
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Caquetaia kraussii;20,965;94,51;1015;4108;756;1404;0,049259259;0,091481481
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Colossoma macropomum;2,94;38,35;4900;13000;0,7;5,2;2,5375;23,4
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Curimata mivartii;1,26;42,51;1400;5980;7;59,8;0,073645833;0,161145833
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Hoplias malabaricus;1,9775;29,575;2100;5044;6,58;55,51;0,160117302;0,365737327
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Hypostomus hondae;0,252;8,45;3500;9100;0,7;61,1;0,094547511;0,884
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Ichthyoelephas longirostris;0,3675;1,2675;7070;15470;0,7;1,3;0,3675;1,2675
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Isorineloricaria tenuicauda;0,1225;0,2275;4200;7800;0,7;1,3;0,1225;0,2275
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Megaleporinus muyscorum;2,8;130;1400;7800;9,1;504,4;0,114211594;0,447560976
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Oreochromis niloticus;5,25;92,95;2380;11440;14;109,2;0,09625;0,827272727
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Panaque cochliodon;0,35;6,5;2800;13000;0,7;13;0,1640625;1,200875
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Pangasianodon hypophthalmus;3,325;6,175;8820;16380;0,7;1,3;3,325;6,175
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Piaractus brachypomus;2,275;5,70375;3115;12415;0,7;2,405;1,68;4,7775
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Pimelodus grosskopfii;0,7;46,475;4200;15600;2,8;172,25;0,110104167;0,456911765
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Pimelodus yuma;6,79;508,82;1400;9100;68,25;6630;0,043622268;0,131966911
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Plagioscion magdalenae;0,7;56,94;4200;18200;0,7;38,415;0,402888889;2,6
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Prochilodus magdalenae;2,8;166,4;1680;23400;6,3;975;0,08233098;0,75
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Pseudopimelodus atricaudus;0,35;1,6575;1400;5200;0,7;5,525;0,18375;0,9035
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Pseudoplatystoma magdaleniatum;2,1;102,44;6300;24700;0,7;35,49;0,878141026;11,05
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Salminus affinis;0,1925;0,65;7000;17680;0,7;1,3;0,1925;0,65
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Sorubim cuspicaudus;2,1;64,6425;5600;20800;2,8;67,6;0,375961538;1,71925
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Sternopygus aequilabiatus;1,05;32,5;1400;5200;1,4;42,51;0,35;1,363194444
Magdalena;Cesar;Gamarra;Puerto de Gamarra;MA;Triportheus magdalenae;45,395;115,895;1470;5070;770;1430;0,057590909;0,106954545
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Ageneiosus pardalis;0,35875;13;5600;20800;0,7;14,3;0,233333333;2,220833333
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Apteronotus magdalenensis;0,266;0,494;1400;2600;0,7;1,3;0,266;0,494
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Brycon moorei;0,455;3,8818;7000;20800;0,7;3,64;0,35;3,12
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Caquetaia kraussii;1,6625;66,1375;1400;5525;8,225;1045,2;0,061658333;0,178663043
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Colossoma macropomum;1,2775;34,32;4200;13000;0,7;5,85;0,9625;19,825
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Curimata mivartii;3,5;47,2875;1400;6500;28;326,69;0,066956522;0,339625
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Cynopotamus magdalenae;0,7;8,45;700;5200;3,78;25,74;0,055391304;0,469444444
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Hoplias malabaricus;1,015;20,15;1400;6500;2,24;90,48;0,111858108;0,6175
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Hypostomus hondae;0,525;10,2375;2800;7800;2,45;29,25;0,0875;0,522954545
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Ichthyoelephas longirostris;0,3675;1,8525;7000;15340;0,7;3,64;0,35;0,9425
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Isorineloricaria tenuicauda;0,198625;4,875;2800;8775;0,7;27,56;0,105;0,474685714
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Megaleporinus muyscorum;1,05;46,41;1400;7800;3,78;203,84;0,105613253;0,464285714
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Megalops atlanticus;2,275;4,225;11200;20800;0,7;1,3;2,275;4,225
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Oreochromis niloticus;1,4;49,2375;2800;13000;2,73;173,94;0,083557214;0,813977273
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Panaque cochliodon;0,35;7,8975;2800;7930;0,7;28,34;0,10325;0,921483333
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Piaractus brachypomus;0,8225;14,885;3290;14690;0,7;1,3;0,8225;14,885
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Pimelodus grosskopfii;0,53375;16,8675;4200;15600;2,1;71,37;0,116666667;0,452833333
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Pimelodus yuma;1,4;301,73;1400;10400;15,12;4004;0,042739837;0,160510204
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Plagioscion magdalenae;0,7;26;3500;18200;0,7;29,9;0,35;2,6
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Potamotrygon magdalenae;1,145725;15,8275;1400;6500;0,7;7,41;0,907083333;6,5
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Prochilodus magdalenae;1,75;78,4225;2569;20800;4,9;304,525;0,0948375;0,73125
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Pseudopimelodus atricaudus;0,20125;17,82625;1400;19240;0,805;11,44;0,175;1,841125
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Pseudoplatystoma magdaleniatum;1,75;64,22;7000;24700;0,7;24,7;0,7;9,9125
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Salminus affinis;0,4025;5,1675;5600;15015;0,7;19,175;0,21;1,2025
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Sorubim cuspicaudus;1,33875;39,2275;5831;20800;1,4;48,88;0,35;1,684967742
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Spatuloricaria fimbriata;0,6825;12,3825;2870;7670;1,995;46,995;0,1925;0,634605263
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Sternopygus aequilabiatus;1,05;26;1260;3900;1,4;38,675;0,35;1,34875
Magdalena;Cesar;Gamarra;Puerto de Gamarra;PM;Triportheus magdalenae;4,55;39;1120;5850;34,65;448,5;0,042875;0,191652824
Magdalena;Cesar;La Gloria;La Gloria;IM;Curimata mivartii;4,2;7,8;1400;2600;28;52;0,105;0,195
Magdalena;Cesar;La Gloria;La Gloria;IM;Prochilodus magdalenae;2,625;54,6;1540;9360;13,65;340,6;0,112042296;0,433333333
Magdalena;Cesar;La Gloria;La Gloria;IM;Triportheus magdalenae;5,3375;21,125;1400;2600;74,375;276,25;0,042;0,104379562
Magdalena;Cesar;La Gloria;La Gloria;MA;Ageneiosus pardalis;0,35;9,62;4564;13000;0,7;13,065;0,28;1,733333333
Magdalena;Cesar;La Gloria;La Gloria;MA;Brycon moorei;0,35;4,55;5600;13000;0,7;18,2;0,175;2,6
Magdalena;Cesar;La Gloria;La Gloria;MA;Caquetaia kraussii;1,47;19,058;1120;3120;12,6;124,67;0,07;0,180115065
Magdalena;Cesar;La Gloria;La Gloria;MA;Colossoma macropomum;0,63;31,655;4200;10400;0,7;2,6;0,56;20,93
Magdalena;Cesar;La Gloria;La Gloria;MA;Curimata mivartii;0,854;26,572;420;3432;4,2;174,85;0,09275;0,286333333
Magdalena;Cesar;La Gloria;La Gloria;MA;Cynopotamus magdalenae;2,345;30,81;0;3640;9,87;116,35;0,121965116;0,440980392
Magdalena;Cesar;La Gloria;La Gloria;MA;Cyphocharax magdalenae;8,3125;24,2125;1974;4134;100,415;314,015;0,054070513;0,107916667
Magdalena;Cesar;La Gloria;La Gloria;MA;Hoplias malabaricus;1,05;91,195;1120;3640;3,5;117;0,205882353;0,535294118
Magdalena;Cesar;La Gloria;La Gloria;MA;Isorineloricaria tenuicauda;1,701;3,861;2800;5200;4,48;17,68;0,1565;0,507928571
Magdalena;Cesar;La Gloria;La Gloria;MA;Megaleporinus muyscorum;1,4;109,33;1120;3640;6,3;478,725;0,10517709;0,409185924
Magdalena;Cesar;La Gloria;La Gloria;MA;Megalops atlanticus;3,15;5,85;7350;13650;0,7;1,3;3,15;5,85
Magdalena;Cesar;La Gloria;La Gloria;MA;Oreochromis niloticus;1,8025;111,7545;2800;9360;4,76;125,645;0,121130637;0,804246032
Magdalena;Cesar;La Gloria;La Gloria;MA;Piaractus brachypomus;0,35;3,627;980;10400;0,7;1,3;0,35;3,627
Magdalena;Cesar;La Gloria;La Gloria;MA;Pimelodus grosskopfii;0,7;162,24;2856;7280;2,1;2109,445;0,045157014;0,348833333
Magdalena;Cesar;La Gloria;La Gloria;MA;Pimelodus yuma;2,8;425,62;1680;7280;37,24;6183,06;0,042;0,124834379
Magdalena;Cesar;La Gloria;La Gloria;MA;Plagioscion magdalenae;0,6265;44,213;2240;13000;0,7;45,5;0,192853535;1,95
Magdalena;Cesar;La Gloria;La Gloria;MA;Prochilodus magdalenae;1,75;145,925;2240;14300;4,2;658,32;0,112;0,590909091
Magdalena;Cesar;La Gloria;La Gloria;MA;Pseudopimelodus atricaudus;2,24;4,16;0;0;4,2;7,8;0,373333333;0,693333333
Magdalena;Cesar;La Gloria;La Gloria;MA;Pseudoplatystoma magdaleniatum;1,05;62,595;4900;15600;0,7;41,6;0,538625418;4,716931818
Magdalena;Cesar;La Gloria;La Gloria;MA;Salminus affinis;0,735;2,535;4357,5;13357,5;0,91;8,71;0,225;1,253571429
Magdalena;Cesar;La Gloria;La Gloria;MA;Sorubim cuspicaudus;0,7;37,1475;4480;13000;0,7;52;0,35;1,114285714
Magdalena;Cesar;La Gloria;La Gloria;MA;Sternopygus aequilabiatus;1,785;64,025;700;1560;2,17;72,67;0,475227273;1,43
Magdalena;Cesar;La Gloria;La Gloria;MA;Triportheus magdalenae;2,996;33,8;1526;6760;22,015;227,045;0,058176829;0,210819853
Magdalena;Cesar;La Gloria;La Gloria;PM;Ageneiosus pardalis;0,35;8,71;5600;13520;0,7;11,7;0,28;1,82
Magdalena;Cesar;La Gloria;La Gloria;PM;Brycon moorei;0,28;3,25;4480;13000;0,7;2,6;0,175;3,25
Magdalena;Cesar;La Gloria;La Gloria;PM;Caquetaia kraussii;1,05;19,175;0;3120;7,7;152,75;0,077777778;0,177272727
Magdalena;Cesar;La Gloria;La Gloria;PM;Colossoma macropomum;0,7;27,183;4200;10400;0,7;2,6;0,7;20,202
Magdalena;Cesar;La Gloria;La Gloria;PM;Curimata mivartii;1,4;48,1;1120;3380;8,82;298,22;0,0875;0,252309579
Magdalena;Cesar;La Gloria;La Gloria;PM;Cynopotamus magdalenae;1,1725;21,697;0;2600;4,9;106,99;0,114074844;0,384428571
Magdalena;Cesar;La Gloria;La Gloria;PM;Cyphocharax magdalenae;2,9225;93,405;1058,4;3120;38,92;1344,655;0,042023245;0,105295132
Magdalena;Cesar;La Gloria;La Gloria;PM;Hoplias malabaricus;1,05;59,423;1120;3120;3,5;116,74;0,198666667;0,518375
Magdalena;Cesar;La Gloria;La Gloria;PM;Isorineloricaria tenuicauda;1,12;13,0975;2800;5200;7;48,23;0,096133333;0,341139024
Magdalena;Cesar;La Gloria;La Gloria;PM;Megaleporinus muyscorum;1,4;85,02;1120;3640;5,355;384,8;0,10503573;0,434166667
Magdalena;Cesar;La Gloria;La Gloria;PM;Oreochromis niloticus;2,45;83,2;3360;9997;5,6;240,435;0,119596255;0,734239387
Magdalena;Cesar;La Gloria;La Gloria;PM;Piaractus brachypomus;1,176;13,4095;1890;12415;0,7;8,515;0,490666667;12,7075
Magdalena;Cesar;La Gloria;La Gloria;PM;Pimelodus grosskopfii;0,35;15,1125;1680;7800;1,82;112,32;0,067496626;0,39
Magdalena;Cesar;La Gloria;La Gloria;PM;Pimelodus yuma;1,75;197,08;1680;7800;19,005;2561;0,042046186;0,214103943
Magdalena;Cesar;La Gloria;La Gloria;PM;Plagioscion magdalenae;0,7;26,78;3640;11700;0,7;26,26;0,454;2,6
Magdalena;Cesar;La Gloria;La Gloria;PM;Prochilodus magdalenae;1,75;111,15;2240;13000;5,6;519,61;0,102941176;0,589786822
Magdalena;Cesar;La Gloria;La Gloria;PM;Pseudopimelodus atricaudus;1,435;7,345;70;1300;2,87;12,35;0,35;0,767
Magdalena;Cesar;La Gloria;La Gloria;PM;Pseudoplatystoma magdaleniatum;1,12;60,7425;4900;15600;0,7;44,2;0,544444444;4,983333333
Magdalena;Cesar;La Gloria;La Gloria;PM;Salminus affinis;0,427;4,771;4340;10400;1,4;18,98;0,1785;0,4485
Magdalena;Cesar;La Gloria;La Gloria;PM;Sorubim cuspicaudus;1,05;31,2;4774;14300;1,4;46,8;0,373333333;1,114285714
Magdalena;Cesar;La Gloria;La Gloria;PM;Sternopygus aequilabiatus;1,4;65;700;1560;1,4;78;0,428615385;1,302063492
Magdalena;Cesar;La Gloria;La Gloria;PM;Triportheus magdalenae;2,8;49,4;378;6500;23,8;544,96;0,05;0,186806723
Magdalena;Cesar;La Gloria;La Gloria;UEP;Caquetaia kraussii;1,61;14,924;1400;3120;14,49;138,32;0,067686782;0,185903126
Magdalena;Cesar;La Gloria;La Gloria;UEP;Curimata mivartii;3,01;12,61;1400;2600;21,105;89,505;0,098661972;0,185583501
Magdalena;Cesar;La Gloria;La Gloria;UEP;Cyphocharax magdalenae;5,81;66,911;2240;5200;86,03;351,65;0,046319559;0,092238095
Magdalena;Cesar;La Gloria;La Gloria;UEP;Hoplias malabaricus;5,6;52,637;1526;3120;11,62;105,82;0,209195402;0,520285714
Magdalena;Cesar;La Gloria;La Gloria;UEP;Megaleporinus muyscorum;3,325;113,75;1400;4030;18,13;291,33;0,105;0,340397541
Magdalena;Cesar;La Gloria;La Gloria;UEP;Oreochromis niloticus;4,76;24,44;4200;7800;7,875;30,875;0,321195652;0,853125
Magdalena;Cesar;La Gloria;La Gloria;UEP;Pimelodus grosskopfii;4,27;103,584;3360;10400;51,03;1284,14;0,043660457;0,121727273
Magdalena;Cesar;La Gloria;La Gloria;UEP;Pimelodus yuma;3,5;338;1960;10400;35;3929,9;0,042;0,156649245
Magdalena;Cesar;La Gloria;La Gloria;UEP;Prochilodus magdalenae;4,55;102,505;2800;15600;12,88;431,34;0,126541912;0,591951872
Magdalena;Cesar;La Gloria;La Gloria;UEP;Pseudoplatystoma magdaleniatum;2,1;65;4200;16900;0,7;54,6;0,546875;4,55
Magdalena;Cesar;La Gloria;La Gloria;UEP;Sorubim cuspicaudus;2,52;43,42;4200;14300;3,36;56,42;0,420486111;1,083333333
Magdalena;Cesar;La Gloria;La Gloria;UEP;Sternopygus aequilabiatus;2,1;3,9;700;1300;2,8;5,2;0,525;0,975
Magdalena;Cesar;La Gloria;La Gloria;UEP;Triportheus magdalenae;5,95;50,8625;2240;5200;41,86;270,79;0,060691489;0,187288136
Magdalena;Cesar;La Gloria;La Gloria;UTA;Caquetaia kraussii;4,662;19,253;1120;2080;35,21;111,02;0,083570193;0,183945
Magdalena;Cesar;La Gloria;La Gloria;UTA;Hoplias malabaricus;9,87;43,797;1274;3120;40,775;118,625;0,226897212;0,446455376
Magdalena;Cesar;La Gloria;La Gloria;UTA;Oreochromis niloticus;15,26;54,08;4200;7800;25,9;77,35;0,374181818;0,9165
Magdalena;Cesar;La Gloria;La Gloria;UTA;Prochilodus magdalenae;9,03;185,38;3640;13000;32,9;768,3;0,14893617;0,551386623
Magdalena;Cesar;La Gloria;La Gloria;UTA;Pseudoplatystoma magdaleniatum;5,95;11,05;7700;14300;2,1;3,9;1,983333333;3,683333333
Magdalena;Cesar;La Gloria;La Gloria;UTA;Sorubim cuspicaudus;5,25;9,75;7000;13000;8,4;15,6;0,4375;0,8125
Magdalena;Cesar;La Gloria;La Gloria;UTA;Triportheus magdalenae;5,04;37,44;3500;6500;33,6;249,6;0,105;0,195
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;PM;Brycon moorei;3,5525;8,3525;11270;23270;4,935;10,335;0,448125;1,187410714
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;PM;Ichthyoelephas longirostris;0,735;1,9734;8540;21476;0,77;3,77;0,3717;1,2675
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;PM;Pangasianodon hypophthalmus;2,352;4,368;7700;14300;0,7;1,3;2,352;4,368
