Cuenca o Litoral;Departamento;Municipio;Sitio de desembarco...10;Tipo de unidad;Especie;Peso_total_inf;Peso_total_sup;Precio_x_Kg_inf;Precio_x_Kg_sup;Numero_individuos_inf;Numero_individuos_sup;kg_ind_inf;kg_ind_sup
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;PM;Pimelodus grosskopfii;2,9505;28,665;6300;19032;16,345;160,29;0,089020869;0,298369118
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;PM;Pimelodus yuma;5,7974;175,92224;2100;10608;45,43;865,865;0,05;0,118368351
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;PM;Prochilodus magdalenae;9,1;16,9;5600;10400;36,4;67,6;0,175;0,325
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;PM;Pseudoplatystoma magdaleniatum;1,1004;17,68;10892;26520;0,7;3,9;0,95585;7,995
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;PM;Salminus affinis;1,246;2,314;7840;14560;0,7;1,3;1,246;2,314
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;PM;Sorubim cuspicaudus;2,0356;10,309;7126;16094;4,13;22,36;0,233877778;0,843784118
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;UEP;Brycon moorei;0,525;5,2234;7140;22178;0,7;3,9;0,40495;3,9
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;UEP;Colossoma macropomum;2,8525;7,0525;7175;19175;0,7;1,3;2,8525;7,0525
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;UEP;Ichthyoelephas longirostris;0,35;2,88405;7252;20800;0,7;3,9;0,289345;2,275
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;UEP;Megaleporinus muyscorum;2,45;4,55;5040;9360;6,3;11,7;0,272222222;0,505555556
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;UEP;Piaractus brachypomus;1,61735;6,1425;6562,5;19903;0,7;1,3;1,61735;6,1425
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;UEP;Pimelodus grosskopfii;1,045975;13;7000;22230;5,6;78;0,082924231;0,325
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;UEP;Pimelodus yuma;2,1;40,95;2450;11830;21,7;382,2;0,05;0,125583531
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;UEP;Prochilodus magdalenae;0,35;13,26;2142;20800;0,7;80,08;0,0875;1,1531
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;UEP;Pseudopimelodus magnus;0,735;2,535;5110;16510;0,7;1,3;0,735;2,535
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;UEP;Pseudoplatystoma magdaleniatum;1,04335;14,933425;10500;28600;0,7;2,6;0,95585;14,152775
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;UEP;Salminus affinis;0,8379;3,6881;6608;18954;0,7;3,64;0,469466667;3,549
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;UEP;Sorubim cuspicaudus;0,525;8,003125;5600;18200;0,7;18,2;0,21175;1,625
Magdalena;Cundinamarca;Guaduas;Puerto Bogotá;UEP;Sternopygus aequilabiatus;0,7525;2,22625;420;8905;0,7;1,3;0,7525;2,22625
Magdalena;Cundinamarca;Guataquí;Guataquí;UEP;Brycon moorei;1,75;5,005;8470;16900;0,77;3,77;0,880833333;3,098333333
Magdalena;Cundinamarca;Guataquí;Guataquí;UEP;Chaetostoma brevilabiatum;0,503125;54,7625;7000;17550;1,575;230,75;0,127762681;0,584308511
Magdalena;Cundinamarca;Guataquí;Guataquí;UEP;Hypostomus hondae;0,35;0,65;7000;13000;1,4;2,6;0,175;0,325
Magdalena;Cundinamarca;Guataquí;Guataquí;UEP;Ichthyoelephas longirostris;0,7;3,718;8400;16986,32;0,7;2,6;0,7;1,859
Magdalena;Cundinamarca;Guataquí;Guataquí;UEP;Isorineloricaria tenuicauda;4,9;9,1;5600;10400;22,4;41,6;0,153125;0,284375
Magdalena;Cundinamarca;Guataquí;Guataquí;UEP;Pimelodus grosskopfii;0,966;7,8;11106,62;44633,16;3,22;32,76;0,131;0,572
Magdalena;Cundinamarca;Guataquí;Guataquí;UEP;Pimelodus yuma;1,75;10,335;4160,695;14690;25,27;262,665;0,028183852;0,102988889
Magdalena;Cundinamarca;Guataquí;Guataquí;UEP;Pinirampus pirinampu;1,4;2,6;17500;32500;1,4;2,6;0,7;1,3
Magdalena;Cundinamarca;Guataquí;Guataquí;UEP;Prochilodus magdalenae;0,88375;7,78375;5208;15288;6,335;83,135;0,067866915;0,211896766
Magdalena;Cundinamarca;Guataquí;Guataquí;UEP;Pseudoplatystoma magdaleniatum;7,14;17,94;7070;15470;0,77;3,77;2,706666667;17,50666667
Magdalena;Huila;Neiva;El Malecón (Neiva);IM;Chaetostoma brevilabiatum;2,1791;4,8191;7735;15535;27,405;54,405;0,055634615;0,115107143
Magdalena;Huila;Neiva;El Malecón (Neiva);IM;Chaetostoma milesi;0,3241;0,6019;8400;15600;4,2;7,8;0,054016667;0,100316667
Magdalena;Huila;Neiva;El Malecón (Neiva);IM;Hypostomus niceforoi;0,73535;1,37735;7735;15535;7,7;14,3;0,06685;0,125213636
Magdalena;Huila;Neiva;El Malecón (Neiva);IM;Ichthyoelephas longirostris;2,23895;7,63295;9170;19370;1,47;5,07;1,0542;1,9812
Magdalena;Huila;Neiva;El Malecón (Neiva);IM;Lasiancistrus caucanus;0,0651;0,1209;7700;14300;0,7;1,3;0,0651;0,1209
Magdalena;Huila;Neiva;El Malecón (Neiva);IM;Megaleporinus muyscorum;0,5712;1,0608;9100;16900;1,4;2,6;0,2856;0,5304
Magdalena;Huila;Neiva;El Malecón (Neiva);IM;Pimelodus grosskopfii;0,444325;1,521325;8435;16835;2,135;5,135;0,144608333;0,383608333
Magdalena;Huila;Neiva;El Malecón (Neiva);IM;Prochilodus magdalenae;0,79352;7,92272;9835;19435;2,905;32,305;0,172935;0,369135
Magdalena;Huila;Neiva;El Malecón (Neiva);IM;Pseudopimelodus magnus;2,758;5,122;7000;13000;2,8;5,2;0,6895;1,2805
Magdalena;Huila;Neiva;El Malecón (Neiva);IM;Salminus affinis;3,129;5,811;8400;15600;3,5;6,5;0,6258;1,1622
Magdalena;Huila;Neiva;El Malecón (Neiva);IM;Spatuloricaria gymnogaster;0,5768;1,0712;9100;16900;2,8;5,2;0,1442;0,2678
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Brycon amazonicus;0,14574;1,6822;5600;15860;0,7;5,2;0,1414;0,8021
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Brycon moorei;0,42567;6,9849;8400;19500;0,7;5,07;0,42567;3,32787
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Chaetostoma brevilabiatum;0,4165;20,611825;5600;15600;4,2;185,9;0,048270213;0,21026087
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Chaetostoma milesi;0,053375;1,3715;6650;16900;0,7;18,85;0,036370833;0,1248
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Chaetostoma spp.;1,68;3,12;7000;13000;28;52;0,042;0,078
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Curimata mivartii;0,12033;1,651;4200;22100;0,7;7,02;0,098077778;0,79378
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Cynopotamus magdalenae;0,1463;0,2717;3500;6500;0,7;1,3;0,1463;0,2717
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Dasyloricaria filamentosa;0,1106;2,32284;7840;16900;0,84;10,66;0,056756;0,293655556
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Hoplias malabaricus;0,19572;1,13945;3500;13000;0,7;2,6;0,19572;0,93405
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Hypostomus niceforoi;0,357;11,102;4200;16900;3,5;107,9;0,058012766;0,156
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Ichthyoelephas longirostris;0,60396;15,9926;6300;20800;0,7;14,3;0,28;2,331279167
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Isorineloricaria tenuicauda;0,15785;10,31095;7700;16900;1,4;24,83;0,07348;0,46855
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Kronoheros umbrifer;0,130445;1,05131;2800;6500;0,7;3,9;0,117775;0,542035
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Lasiancistrus caucanus;0,0392;0,4238;6300;16900;0,7;5,265;0,03023125;0,12103
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Leporellus vittatus;0,08708;1,7966;5600;15600;0,7;11,96;0,08358;0,3536
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Megaleporinus muyscorum;0,2142;5,0752;7700;19500;0,7;15,6;0,1648;0,782510625
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Oreochromis niloticus;0,19005;6,399575;2751;10400;0,7;23,855;0,1435;0,65091
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Oreochromis spp.;0,17255;3,7895;3500;8450;0,7;12,35;0,15155;0,5434
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Panaque cochliodon;0,30905;2,94905;7735;15535;1,12;16,12;0,133134615;0,43175
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Pangasianodon hypophthalmus;2,163;4,017;9100;16900;1,4;2,6;1,0815;2,0085
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Piaractus brachypomus;0,226975;6,76;3500;14300;0,7;3,835;0,226975;6,048596667
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Pimelodus grosskopfii;0,19418;9,906;8400;24700;0,7;42,9;0,0875;0,4451915
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Pimelodus yuma;0,06951;2,101775;7105;18200;0,7;15,21;0,064532632;0,2665
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Prochilodus magdalenae;0,46165;19,99738;8400;23400;1,4;76,7;0,1435;0,455
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Pseudopimelodus magnus;0,245;7,4815;6300;16900;0,7;7,8;0,21455;2,72025
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Pseudoplatystoma magdaleniatum;1,036;4,16;8400;16640;0,7;1,3;1,036;4,16
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Rhamdia guatemalensis;0,14238;1,423175;4200;13000;0,7;3,835;0,141505;0,776815
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Salminus affinis;0,25053;5,169125;7455;19500;0,7;5,2;0,23702;2,019766667
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Sorubim cuspicaudus;0,276815;7,26505;6300;18265;0,7;13,975;0,269056667;1,03454
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Spatuloricaria gymnogaster;0,084035;7,297875;6300;18200;0,7;32,5;0,07;0,3965
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Sternopygus aequilabiatus;0,35609;6,4337;2800;6500;0,7;8,71;0,26054;1,31105
Magdalena;Huila;Neiva;El Malecón (Neiva);PM;Triportheus magdalenae;0,2107;0,3913;7700;14300;0,7;1,3;0,2107;0,3913
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Ageneiosus pardalis;5,6;284,9925;9800;24700;3,43;211,64;0,499583333;1,963
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Brycon moorei;1,715;61,62;7000;20800;0,7;32,175;0,618041667;3,63675
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Caquetaia kraussii;0,63875;14,625;1400;8255;5,04;67,6;0,066410256;0,179833333
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Colossoma macropomum;4,9;54,86;3500;13000;0,7;3,9;4,9;21,9375
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Curimata mivartii;6,132;197,21;1120;4472;24,15;650;0,0889;0,32136
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Cynopotamus magdalenae;0,938;38,324;1708;6214;6,16;129,22;0,099552632;0,22914125
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Hoplias malabaricus;2,45;27,066;1610;8320;4,9;49,92;0,35;1,04598
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Hypostomus hondae;2,52;4,68;5600;10400;7;13;0,252;0,468
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Hypostomus sp. 2;2,73;47,528;4900;10205;8,82;72,54;0,1764;0,403
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Ichthyoelephas longirostris;0,7;1,3;7000;13000;0,7;1,3;0,7;1,3
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Isorineloricaria tenuicauda;6,076;67,782;4200;8840;29,05;120,25;0,125685;0,462735
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Megaleporinus muyscorum;0,476875;80,964;521,5;3900;1,4;513,5;0,09716875;0,477569444
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Oreochromis niloticus;8,5295;232,1475;5145;12818;10,64;151,84;0,706127869;1,684493056
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Panaque cochliodon;1,267;29,3735;4305;10400;3,15;65;0,260615385;0,58747
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Piaractus brachypomus;4,2;21,71;4340;14560;0,7;4,615;3,075625;17,4525
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Pimelodus grosskopfii;7,3815;23,699;4305;11505;36,33;120,12;0,083197998;0,285663793
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Pimelodus yuma;3,29;208;2240;10400;31,5;2024,75;0,0590625;0,12421875
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Plagioscion magdalenae;1,064;58,9225;4200;13000;0,7;39;0,623;4,082
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Prochilodus magdalenae;14,1925;1037,725;1960;16900;42;5967;0,0875;0,65
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Pseudoplatystoma magdaleniatum;9,45;265,98;8400;28600;1,4;65;1,820304348;10,0578181
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Pterygoplichthys undecimalis;0,80815;12,3695;4900;9100;6,86;61,1;0,067083333;0,26011375
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Salminus affinis;3,465;52,65;2660;11700;1,925;224,575;0,333014706;2,048854167
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Sorubim cuspicaudus;6,335;164,918;6300;20800;4,2;141,83;0,525;1,632366667
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Sternopygus aequilabiatus;7,042;23,842;1134;2574;5,88;20,28;0,823375;1,558375
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);IM;Triportheus magdalenae;6,40885;49,244;1834;7280;69,545;342,225;0,063069753;0,171938
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Ageneiosus pardalis;1,855;144,625;9800;24700;0,7;91;0,525;2,6
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Apteronotus magdalenensis;0,406;0,754;1400;2600;0,7;1,3;0,406;0,754
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Brycon moorei;1,05;48,7825;7700;23400;0,7;23,4;0,583333333;4,2835
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Caquetaia kraussii;1,092;30,134;1400;7800;8,82;130;0,064320337;0,184971429
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Chaetostoma brevilabiatum;1,414;56,29;4200;10400;4,41;64,025;0,168875;0,540372368
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Colossoma macropomum;3,85;57,72;4200;13000;0,7;3,9;3,29;19,916
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Curimata mivartii;3,5;101,0425;1242,5;5200;21;547,95;0,0791615;0,299953333
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Cynopotamus magdalenae;1,673;38,974;1400;6240;7,07;176,41;0,087504487;0,341705
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Dasyloricaria filamentosa;0,2457;0,4563;4200;7800;0,7;1,3;0,2457;0,4563
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Hoplias malabaricus;2,541;94,9065;1400;9100;2,52;104;0,31584;1,258255556
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Hypostomus hondae;0,1456;21,944;4060;10920;0,7;65;0,14;0,4888
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Hypostomus sp. 2;1,498;38,74;4200;10400;4,305;103,025;0,14916087;0,501289286
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Ichthyoelephas longirostris;0,6825;49,66;4200;14300;0,7;92,17;0,3040625;1,73225
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Isorineloricaria tenuicauda;1,078;40,261;2800;10400;3,5;104,325;0,14;0,540276786
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Megaleporinus muyscorum;1,2096;79,911;1029;4160;4,83;182,715;0,09163;0,402783333
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Oreochromis niloticus;6,076;76,492;4928;14300;6,16;67,6;0,55384;1,5782
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Panaque cochliodon;1,12;31,8305;4200;10400;2,8;71,5;0,265555556;0,73047619
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Pangasianodon hypophthalmus;3,0205;8,3005;8540;20540;1,4;2,6;2,275;4,225
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Piaractus brachypomus;1,47;16,7375;4200;13000;0,7;10,4;0,905625;10,6275
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Pimelodus grosskopfii;1,05;88,4;4200;13000;5,6;289,25;0,061366667;0,3705
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Pimelodus yuma;3,2865;165,529;2660;10400;27,37;2044,25;0,039113182;0,131983051
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Plagioscion magdalenae;0,98;65,2275;4200;15600;0,7;62,205;0,54884375;4,0625
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Prochilodus magdalenae;10,78;366,483;2240;16900;35;1924;0,0869645;0,65
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Pseudopimelodus atricaudus;0,4515;3,0745;910;3900;0,91;7,605;0,190166667;0,7605
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Pseudopimelodus magnus;1,1781;6,2465;1820;10400;0,7;11,245;0,4424;4,7515
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Pseudoplatystoma magdaleniatum;4,36625;162,5;8400;28600;0,7;40,235;1,484175;10,4
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Pterygoplichthys undecimalis;0,87745;29,731;4095;10400;6,72;130;0,073784242;0,373533333
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Salminus affinis;1,05;73,45;2800;13000;0,7;28,925;0,50925;3,3085
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Sorubim cuspicaudus;3,15;98,215;6300;20800;2,8;100,1;0,48125;1,7485
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Spatuloricaria gymnogaster;0,27013;1,11826;3570;7800;0,84;3,9;0,107753333;0,487543333
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Sternopygus aequilabiatus;2,7405;47,7685;777;4485;2,485;42,51;0,5495;1,819675
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Trichopodus pectoralis;1,6268;4,628;1400;3744;15,12;39;0,07326;0,154514286
Magdalena;Santander;Barrancabermeja;El Muelle (Barrancabermeja);PM;Triportheus magdalenae;3,976;77,246;1400;7488;28;650;0,066602941;0,187431111
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Ageneiosus pardalis;5,25;97,5;9100;23400;3,01;52;0,5;4,793116883
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Brycon moorei;4,564;43,42;8400;19240;0,7;1,3;2,38;4,42
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Caquetaia kraussii;1,197;32,097;1274;7137;11,27;289,25;0,064821918;0,160769655
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Colossoma macropomum;5,46;10,14;4200;7800;0,7;1,3;5,46;10,14
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Curimata mivartii;9,562;344,24;1211;6500;56;1937;0,08252163;0,26
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Cynopotamus magdalenae;0,4025;27,82;1176;5005;2,31;166,92;0,105233333;0,684666667
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Hoplias malabaricus;1,75;67,08;707;3900;3,5;123,76;0,243278689;0,874545455
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Hypostomus hondae;4,83;8,97;5670;10530;21,7;40,3;0,155806452;0,289354839
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Hypostomus sp. 2;9,2085;30,0885;4200;7800;27,44;125,84;0,169855;0,447655
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Isorineloricaria tenuicauda;0,83125;39,715;2800;7410;4,025;161,2;0,127195122;0,32695
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Megaleporinus muyscorum;6,468;200,07;868;4888;33,075;497,25;0,13223;0,325191176
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Oreochromis niloticus;14;26;5600;10400;;;;
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Panaque cochliodon;4,48;8,32;7000;13000;11,2;20,8;0,28;0,52
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Piaractus brachypomus;8,365;85,15;5600;17420;2,24;38,09;0,848115942;12,58833333
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Pimelodus grosskopfii;72,1;147,94;3598;8788;957,6;1778,4;0,058333333;0,108333333
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Pimelodus yuma;33,67;238,498;2170;7540;487,62;3680,82;0,041305444;0,081021496
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Plagioscion magdalenae;2,1875;50,375;4287,5;13000;0,735;21,775;0,879375;3,25
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Prochilodus magdalenae;17,5;1282,32;1680;13650;64,26;8924,5;0,086942917;0,43875
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Pseudoplatystoma magdaleniatum;4,68125;128,7;9275;25675;0,7;42,12;1,483805556;9,1
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Pterygoplichthys undecimalis;6,16;11,44;3640;6760;39,9;74,1;0,108070175;0,200701754
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Salminus affinis;2,94;68,12;2100;11700;2,24;19,24;0,546933333;2,058333333
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Sorubim cuspicaudus;4,2;109,928;5600;18200;2,38;106,08;0,414;3,429805195
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);IM;Triportheus magdalenae;4,452;105,326;2240;9360;36,4;843,7;0,06916;0,20096173
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Ageneiosus pardalis;0,83125;78,4875;9800;24700;0,7;34,97;0,4375;3,668497537
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Brycon moorei;0,875;32,5325;7000;22100;0,7;11,05;0,73125;3,9
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Caquetaia kraussii;24,5;45,5;3710;6890;214,9;399,1;0,07980456;0,148208469
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Colossoma macropomum;4,2175;31,41125;3500;12038;0,7;3,51;4,165;22,165
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Curimata mivartii;7,756;267,02;1176;6500;32,2;1847,3;0,077842049;0,25805
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Hoplias malabaricus;1,33;17,615;1260;4082;2,66;56,42;0,2275;0,801666667
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Isorineloricaria tenuicauda;7,7;14,3;2800;5200;37,1;68,9;0,145283019;0,269811321
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Megaleporinus muyscorum;3,0275;130,429;700;3770;14;504,855;0,116666667;0,325
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Piaractus brachypomus;5,11;60,45;3500;13910;0,7;44,395;0,536038462;17,5825
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Pimelodus grosskopfii;12,25;383,539;2800;8320;87,15;5139,16;0,046666667;0,19805411
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Pimelodus yuma;5,1275;1146,665;2100;8957;62,475;8450;0,041176471;0,122835338
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Plagioscion magdalenae;0,9275;85,15;4200;14924;0,7;47,97;0,5677;4,214275
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Prochilodus magdalenae;10,598;1604,174;1400;12298;47,04;11346,4;0,08218;0,444201802
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Pseudoplatystoma magdaleniatum;2,275;140,4;9100;29900;0,7;28,6;1,4;9,5875
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Rhamdia guatemalensis;85,4;158,6;3360;6240;;;;
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Salminus affinis;0,72625;25,5125;2100;11505;0,7;14,04;0,444;2,3075
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Sorubim cuspicaudus;3,5525;116,30125;7000;19500;2,73;73,32;0,455;3,294909091
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);MA;Triportheus magdalenae;8,834;124,8195;3125,5;7390,5;82,46;1183;0,073731;0,1414075
Magdalena;Santander;Barrancabermeja;La Rampa (Barrancabermeja);PM;Ageneiosus pardalis;3,171;74,1;9310;26000;2,8;30,875;0,465208333;3,835
